"","EphysProp","GeneSymbol","GeneName","GeneEntrezID","DiscProbeID","DiscCorr","DiscUncorrPval","DiscFDR","AIBSCorr","AIBSUncorrPval","AIBSFDR","AIBSMeanExpr (log2 TPM+1)","AIBSConsistent"
"158","AHPamp","Atp2a2","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2","11938","1452363_a_at",-0.51,0.00414447940446112,0.0427786494851274,-0.18,0.57,0.769384084721603,7.49,1
"159","AHPamp","Arpp19","cAMP-regulated phosphoprotein 19","59046","1422609_at",-0.51,0.00418145993110734,0.0428321408912668,-0.49,0.11,0.32675511312019,8.4,1
"160","AHPamp","Sgtb","small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta","218544","1451529_at",-0.51,0.00418145993110734,0.0428321408912668,-0.47,0.13,0.357723580227671,5.43,1
"161","AHPamp","Rhob","ras homolog gene family, member B","11852","1449110_at",-0.51,0.00421872455698722,0.0430501665019832,-0.53,0.08,0.277506777178893,4.37,1
"162","AHPamp","Tspan13","tetraspanin 13","66109","1460239_at",-0.51,0.00429411329581792,0.0431654523094533,-0.67,0.02,0.194874230696376,7.12,1
"163","AHPamp","Cdk5r1","cyclin-dependent kinase 5, regulatory subunit 1 (p35)","12569","1433451_at",-0.51,0.00440937230324379,0.0438333910883349,-0.66,0.02,0.196105201845508,5.03,1
"164","AHPamp","Plekha2","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2","83436","1417288_at",-0.51,0.00440937230324379,0.0438333910883349,0.09,0.78,0.892280135498207,0.95,-1
"165","AHPamp","Rgs14","regulator of G-protein signaling 14","51791","1419221_a_at",-0.51,0.00444837951981525,0.0440585824499349,-0.69,0.02,0.188857150385211,2.62,1
"166","AHPamp","Pcsk2","proprotein convertase subtilisin/kexin type 2","18549","1448312_at",-0.51,0.00452728633755721,0.0446758585838063,-0.57,0.06,0.244249700074099,6.62,1
"167","AHPamp","Taok1","TAO kinase 1","216965","1424657_at",-0.51,0.00468872173898452,0.0457660013218271,-0.13,0.7,0.847037249466551,6.1,1
"168","AHPamp","Rasal1","RAS protein activator like 1 (GAP1 like)","19415","1417858_at",-0.51,0.00481302676794594,0.0466413457296632,-0.81,0,0.153565913038916,2.33,1
"169","AHPamp","Lrrc57","leucine rich repeat containing 57","66606","1428312_at",-0.5,0.00494015644393899,0.0473622116013226,-0.5,0.1,0.31942333211959,6.64,1
"170","AHPamp","Skil","SKI-like","20482","1452214_at",-0.5,0.00502650465965379,0.0476809984264342,-0.64,0.03,0.20990937753763,6.39,1
"171","AHPamp","Susd4","sushi domain containing 4","96935","1424221_at",-0.5,0.00502650465965379,0.0476809984264342,-0.13,0.7,0.847037249466551,5.09,1
"172","AHPamp","Ngef","neuronal guanine nucleotide exchange factor","53972","1448978_at",-0.5,0.00520310006728863,0.0486706652127624,-0.52,0.09,0.293953616555447,5.05,1
"173","AHPamp","Phactr1","phosphatase and actin regulator 1","218194","1456606_a_at",-0.5,0.00520310006728863,0.0486706652127624,-0.66,0.02,0.196781483112663,7.03,1
"174","AHPamp","Rasl10a","RAS-like, family 10, member A","75668","1427975_at",-0.5,0.00515845888690481,0.0486706652127624,-0.29,0.37,0.616946186167782,1.95,1
"175","AHPamp","Tpm1","tropomyosin 1, alpha","22003","1423049_a_at",-0.5,0.00520310006728863,0.0486706652127624,0.01,0.99,0.997148692708834,6.78,-1
"176","AHPamp","Pacsin1","protein kinase C and casein kinase substrate in neurons 1","23969","1449381_a_at",-0.5,0.00533902095662301,0.0494272249386337,-0.21,0.51,0.728412443806792,5.49,1
"177","AHPamp","Slk","STE20-like kinase","20874","1433999_at",-0.5,0.00533902095662301,0.0494272249386337,-0.5,0.1,0.31942333211959,3.16,1
"178","AHPamp","Calm3","calmodulin 3","12315","1426710_at",-0.5,0.00543131956369233,0.049768622124446,-0.5,0.1,0.31942333211959,7.69,1
"179","AHPamp","Rtn4","reticulon 4","68585","1421116_a_at",-0.5,0.00543131956369233,0.049768622124446,-0.57,0.06,0.244249700074099,7.73,1
"180","AHPamp","Nkiras2","NFKB inhibitor interacting Ras-like protein 2","71966","1424416_at",0.5,0.00494015644393897,0.0473622116013226,0.08,0.8,0.900178813037052,2.98,1
"181","AHPamp","Snhg8","small nucleolar RNA host gene 8","69895","1435524_at",0.5,0.00494015644393897,0.0473622116013226,0.08,0.8,0.900178813037052,4.31,1
"182","AHPamp","Shd","src homology 2 domain-containing transforming protein D","20420","1417486_at",0.5,0.0049831697392686,0.0476051747432256,0.27,0.4,0.648212547958015,3.56,1
"183","AHPamp","Surf4","surfeit gene 4","20932","1455822_x_at",0.5,0.00533902095662301,0.0494272249386337,-0.82,0,0.142068264255006,4.63,-1
"184","AHPamp","Ctps2","cytidine 5'-triphosphate synthase 2","55936","1448111_at",0.5,0.00538500043639151,0.0496821615604066,0.55,0.07,0.26457733653403,4.26,1
"185","AHPamp","Glo1","glyoxalase 1","109801","1451240_a_at",0.51,0.00410778119020824,0.0425629327939269,0.17,0.59,0.780234223803687,7.59,1
"186","AHPamp","Rpl17","ribosomal protein L17","319195","1453752_at",0.51,0.00429411329581792,0.0431654523094533,0.47,0.13,0.357723580227671,8.84,1
"187","AHPamp","Samd4","sterile alpha motif domain containing 4","74480","1424594_at",0.51,0.00429411329581792,0.0431654523094533,0.06,0.87,0.942000844428603,2.27,1
"188","AHPamp","Ttc13","tetratricopeptide repeat domain 13","234875","1438631_x_at",0.51,0.00429411329581792,0.0431654523094533,-0.12,0.72,0.854609276972939,2.78,-1
"189","AHPamp","Snrk","SNF related kinase","20623","1425678_a_at",0.51,0.0043322410245167,0.043386830186052,0.48,0.12,0.347987932816676,4.19,1
"190","AHPamp","Dap","death-associated protein","223453","1451112_s_at",0.51,0.00464790547254301,0.0456987494271199,-0.32,0.31,0.566988617662344,1.45,-1
"191","AHPamp","Ppp4r1","protein phosphatase 4, regulatory subunit 1","70351","1424294_at",0.51,0.0047298461048169,0.0460007415392662,0,1,1,5.25,0
"192","AHPamp","Tubb2b","tubulin, beta 2B class IIB","73710","1452679_at",0.52,0.00343042429067835,0.0388300968028885,0.47,0.13,0.357723580227671,2.08,1
"193","AHPamp","Eci2","enoyl-Coenzyme A delta isomerase 2","23986","1431012_a_at",0.52,0.00355757842827993,0.0394408077604368,0.54,0.07,0.273166848581922,4.86,1
"194","AHPamp","Plin2","perilipin 2","11520","1448318_at",0.52,0.00358999587896989,0.0394753016242648,0.32,0.31,0.566988617662344,1.72,1
"195","AHPamp","Ptprm","protein tyrosine phosphatase, receptor type, M","19274","1422541_at",0.52,0.00358999587896989,0.0394753016242648,0.64,0.03,0.20990937753763,2.85,1
"196","AHPamp","Dhcr24","24-dehydrocholesterol reductase","74754","1451895_a_at",0.52,0.00362266817843657,0.0396726344419029,-0.63,0.03,0.214284658225219,2.81,-1
"197","AHPamp","Slc38a10","solute carrier family 38, member 10","72055","1456241_a_at",0.52,0.00372223076190114,0.0401107586902467,-0.22,0.5,0.718204517531945,1.99,-1
"198","AHPamp","Aldh18a1","aldehyde dehydrogenase 18 family, member A1","56454","1437325_x_at",0.52,0.00375593908933185,0.0401527774073809,0.66,0.02,0.196105201845508,4.03,1
"199","AHPamp","Cdr2","cerebellar degeneration-related 2","12585","1417430_at",0.52,0.00382414705716435,0.0404009889098069,-0.24,0.46,0.691520433054692,1.3,-1
"200","AHPamp","Vat1","vesicle amine transport protein 1 homolog (T californica)","26949","1438165_x_at",0.52,0.00392846285080067,0.0413409332814727,0.68,0.01,0.188857150385211,0.62,1
"201","AHPamp","Rab33b","RAB33B, member RAS oncogene family","19338","1423083_at",0.52,0.00396377601314641,0.0415502434996748,0.08,0.82,0.908754533791372,5.92,1
"202","AHPamp","Pag1","phosphoprotein associated with glycosphingolipid microdomains 1","94212","1436570_at",0.52,0.0040352245933926,0.0421352521496111,0.14,0.67,0.82692224656568,1.34,1
"203","AHPamp","Cdc37l1","cell division cycle 37-like 1","67072","1417740_at",0.53,0.00279894294234209,0.0338132389536753,0.38,0.23,0.481830100067587,4.3,1
"204","AHPamp","Sumf1","sulfatase modifying factor 1","58911","1424604_s_at",0.53,0.00282528935371983,0.0338281311952055,0.52,0.08,0.286200966703879,2.61,1
"205","AHPamp","Npc2","Niemann-Pick type C2","67963","1416901_at",0.53,0.00287862736267521,0.0340132548905571,0.6,0.04,0.226065603431334,3.48,1
"206","AHPamp","Zfp385a","zinc finger protein 385A","29813","1418865_at",0.53,0.00287862736267521,0.0340132548905571,0.46,0.13,0.364918576981868,2.45,1
"207","AHPamp","Limk1","LIM-domain containing, protein kinase","16885","1417627_a_at",0.53,0.00293283534273934,0.0343524278840861,0.64,0.03,0.204186353428089,0.32,1
"208","AHPamp","Sptssa","serine palmitoyltransferase, small subunit A","104725","1448388_a_at",0.53,0.00324706219069255,0.0373828441954091,0.45,0.15,0.381322222327906,5.49,1
"209","AHPamp","Tcta","T cell leukemia translocation altered gene","102791","1420124_s_at",0.53,0.00327702042843013,0.0375672044008118,-0.29,0.35,0.60565870877396,5.85,-1
"210","AHPamp","Paics","phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase","67054","1436298_x_at",0.54,0.00229274150765713,0.0295533283331498,0.55,0.07,0.267939182491602,7.48,1
"211","AHPamp","Slc9a3r2","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2","65962","1439368_a_at",0.54,0.00259572457854166,0.0323744537712557,0.28,0.38,0.624677508164,3.06,1
"212","AHPamp","Arxes2","adipocyte-related X-chromosome expressed sequence 2","76976","1428333_at",0.54,0.00262040577393561,0.0325316735252651,0.16,0.62,0.801392488176057,5.93,1
"213","AHPamp","Gpx3","glutathione peroxidase 3","14778","1449106_at",0.55,0.00183138056298629,0.0269343765668441,0.55,0.07,0.26457733653403,3.57,1
"214","AHPamp","Tmem229b","transmembrane protein 229B","268567","1454632_at",0.55,0.00184961383254126,0.0269343765668441,0.76,0.01,0.176410741974177,3.2,1
"215","AHPamp","Ccdc136","coiled-coil domain containing 136","232664","1424699_at",0.55,0.0020012558467289,0.0279083854407402,0.03,0.94,0.975923857874357,3.98,1
"216","AHPamp","Ankrd10","ankyrin repeat domain 10","102334","1416065_a_at",0.55,0.00206084616223752,0.0280399977831711,-0.21,0.51,0.728412443806792,4.51,-1
"217","AHPamp","Ltbp3","latent transforming growth factor beta binding protein 3","16998","1438312_s_at",0.55,0.00208104939119741,0.0281725982908835,0.64,0.03,0.20990937753763,0.96,1
"218","AHPamp","Acss2","acyl-CoA synthetase short-chain family member 2","60525","1422478_a_at",0.55,0.00214269549698134,0.0285763448953848,0.05,0.89,0.950089680565001,3.03,1
"219","AHPamp","Commd9","COMM domain containing 9","76501","1454781_x_at",0.55,0.00214269549698134,0.0285763448953848,0.57,0.06,0.244249700074099,6.52,1
"220","AHPamp","Rrbp1","ribosome binding protein 1","81910","1452767_at",0.56,0.0016081937190568,0.0247569935950801,0.33,0.3,0.55556160412697,1.73,1
"221","AHPamp","Cptp","ceramide-1-phosphate transfer protein","79554","1448693_at",0.56,0.00164090484276211,0.0248348182382086,0.51,0.09,0.304540464759458,5.26,1
"222","AHPamp","Idi1","isopentenyl-diphosphate delta isomerase","319554","1423804_a_at",0.57,0.00109736992553317,0.0190729972863635,-0.38,0.23,0.481830100067587,6.08,-1
"223","AHPamp","Coprs","coordinator of PRMT5, differentiation stimulator","66423","1448971_at",0.57,0.00131105749672222,0.021462817684777,0.69,0.02,0.191760367102331,5.61,1
"224","AHPamp","Fam210b","family with sequence similarity 210, member B","67017","1424694_at",0.57,0.00132468627976367,0.021462817684777,0.58,0.05,0.243789936566465,1.37,1
"225","AHPamp","Nacc2","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing","67991","1429582_at",0.57,0.00135231515900484,0.0215570238956156,0.65,0.03,0.19761342112235,2.38,1
"226","AHPamp","Hadhb","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit","231086","1437172_x_at",0.58,0.00087588203574532,0.017538229869999,0.68,0.02,0.193401760695105,6.36,1
"227","AHPamp","Idnk","idnK gluconokinase homolog (E. coli)","75731","1424496_at",0.58,0.000885464482588034,0.017538229869999,0.84,0,0.123621211371908,5.15,1
"228","AHPamp","Krtcap2","keratinocyte associated protein 2","66059","1417058_a_at",0.58,0.000885464482588034,0.017538229869999,-0.5,0.1,0.31534830196742,7.71,-1
"229","AHPamp","Nudt1","nudix (nucleoside diphosphate linked moiety X)-type motif 1","17766","1449349_at",0.58,0.000904904956172922,0.017538229869999,0.28,0.38,0.624677508164,3.08,1
"230","AHPamp","Rif1","Rap1 interacting factor 1 homolog (yeast)","51869","1429491_s_at",0.58,0.000904904956172922,0.017538229869999,0.42,0.18,0.418140811633561,3.17,1
"231","AHPamp","Myh14","myosin, heavy polypeptide 14","71960","1428835_at",0.58,0.000924717848435171,0.0176680133594635,0.05,0.89,0.951358238734387,0.24,1
"232","AHPamp","Spsb4","splA/ryanodine receptor domain and SOCS box containing 4","211949","1451418_a_at",0.58,0.000924717848435171,0.0176680133594635,0.66,0.02,0.193401760695105,0.61,1
"233","AHPamp","Cyp51","cytochrome P450, family 51","13121","1450646_at",0.58,0.00100781564786987,0.01822184802256,0.34,0.29,0.545807298567981,4.44,1
"234","AHPamp","Wdr6","WD repeat domain 6","83669","1455940_x_at",0.58,0.00100781564786987,0.01822184802256,0.21,0.51,0.728412443806792,4.4,1
"235","AHPamp","Yif1a","Yip1 interacting factor homolog A (S. cerevisiae)","68090","1423939_a_at",0.58,0.00100781564786987,0.01822184802256,0.73,0.01,0.176410741974177,5.52,1
"236","AHPamp","Cntnap4","contactin associated protein-like 4","170571","1419044_at",0.58,0.0010186484260312,0.0182949257315204,0.62,0.04,0.216573574883662,2.89,1
"237","AHPamp","Dbndd1","dysbindin (dystrobrevin binding protein 1) domain containing 1","72185","1449307_at",0.59,0.000802432904550475,0.017156779721103,0.14,0.67,0.82692224656568,3.06,1
"238","AHPamp","Timm8a1","translocase of inner mitochondrial membrane 8A1","30058","1416345_at",0.59,0.000838453675871085,0.0172427038381428,0.72,0.01,0.179724559499886,5.88,1
"239","AHPamp","Casp9","caspase 9","12371","1437537_at",0.6,0.000559749582776247,0.0138345447339377,0.62,0.04,0.216573574883662,2.3,1
"240","AHPamp","Rgs3","regulator of G-protein signaling 3","50780","1425296_a_at",0.6,0.000586042961837932,0.0139716791078884,-0.41,0.18,0.43056563021932,2.63,-1
"241","AHPamp","Nudt13","nudix (nucleoside diphosphate linked moiety X)-type motif 13","67725","1422126_a_at",0.6,0.000634671113915658,0.0146137092383657,0.34,0.28,0.532539568134639,3.5,1
"242","AHPamp","Prkra","protein kinase, interferon inducible double stranded RNA dependent activator","23992","1448923_at",0.6,0.000649199087039766,0.0148215452583486,0.48,0.12,0.336896123886241,4.77,1
"243","AHPamp","Extl2","exostoses (multiple)-like 2","58193","1422538_at",0.61,0.00040777835437176,0.0109855488667752,0.67,0.02,0.194874230696376,7.48,1
"244","AHPamp","Ermp1","endoplasmic reticulum metallopeptidase 1","226090","1433702_at",0.61,0.000412681403138571,0.0110075613866862,0.72,0.01,0.179724559499886,3.02,1
"245","AHPamp","Pcbd1","pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1","13180","1418713_at",0.61,0.000427702874060062,0.0110791494492097,0.46,0.13,0.364918576981868,2.85,1
"246","AHPamp","Timm17b","translocase of inner mitochondrial membrane 17b","21855","1438656_x_at",0.61,0.000427702874060062,0.0110791494492097,0.64,0.03,0.204186353428089,5.02,1
"247","AHPamp","Cacna2d2","calcium channel, voltage-dependent, alpha 2/delta subunit 2","56808","1450754_at",0.61,0.000486974164007497,0.0122608261480019,0.59,0.05,0.231714430711481,0.7,1
"248","AHPamp","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G","26456","1449202_at",0.62,0.000308265830993279,0.00912602361204277,0.54,0.07,0.273166848581922,0.91,1
"249","AHPamp","Nkain1","Na+/K+ transporting ATPase interacting 1","67149","1449553_at",0.62,0.000327859557151015,0.00949735104263262,-0.19,0.56,0.760887649028964,1.33,-1
"250","AHPamp","Ogfod3","2-oxoglutarate and iron-dependent oxygenase domain containing 3","66179","1418331_at",0.62,0.000393375046732084,0.0107045694534973,0.64,0.03,0.20990937753763,3.77,1
"251","AHPamp","Aktip","thymoma viral proto-oncogene 1 interacting protein","14339","1437767_s_at",0.63,0.000230791943946143,0.00767596909865321,0.3,0.34,0.5940196605461,7.1,1
"252","AHPamp","Samd10","sterile alpha motif domain containing 10","229011","1435756_at",0.63,0.000262063715100886,0.00820929823816031,0.38,0.22,0.471505910062763,3.37,1
"253","AHPamp","Nipal2","NIPA-like domain containing 2","223473","1424612_at",0.63,0.000286119800280301,0.00866074990960821,0.69,0.02,0.188857150385211,2,1
"254","AHPamp","Slc1a4","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4","55963","1456003_a_at",0.63,0.000297011101917319,0.00889053231739175,0.48,0.12,0.336896123886241,3.71,1
"255","AHPamp","Dhcr7","7-dehydrocholesterol reductase","13360","1448619_at",0.64,0.000171028699901393,0.00665440191919567,-0.22,0.5,0.718204517531945,4.48,-1
"256","AHPamp","Dner","delta/notch-like EGF-related receptor","227325","1456379_x_at",0.64,0.000171028699901393,0.00665440191919567,0.57,0.06,0.253436334973244,4.62,1
"257","AHPamp","Rps6ka1","ribosomal protein S6 kinase polypeptide 1","20111","1416896_at",0.64,0.000180316013400625,0.00665440191919567,-0.14,0.66,0.82692224656568,0.99,-1
"258","AHPamp","Arl4c","ADP-ribosylation factor-like 4C","320982","1436512_at",0.64,0.000187571080979771,0.0068286012453987,0.66,0.02,0.196781483112663,2.86,1
"259","AHPamp","Pmvk","phosphomevalonate kinase","68603","1427893_a_at",0.64,0.000208193627950602,0.00728407316492106,0.52,0.08,0.286200966703879,7.23,1
"260","AHPamp","Hbegf","heparin-binding EGF-like growth factor","15200","1418350_at",0.65,0.000139853695046726,0.00638586193993016,0.3,0.34,0.5940196605461,2.51,1
"261","AHPamp","Scpep1","serine carboxypeptidase 1","74617","1455908_a_at",0.65,0.000139853695046726,0.00638586193993016,0.55,0.07,0.267939182491602,5.1,1
"262","AHPamp","Pgd","phosphogluconate dehydrogenase","110208","1437380_x_at",0.65,0.000143695920413484,0.00643255823268208,0.31,0.32,0.577275727715572,4.17,1
"263","AHPamp","Znrf2","zinc and ring finger 2","387524","1434016_at",0.65,0.000145651838230738,0.00643255823268208,0.31,0.33,0.586015651866506,1.31,1
"264","AHPamp","Osbpl9","oxysterol binding protein-like 9","100273","1423383_a_at",0.65,0.000160015681507709,0.00665440191919567,0.65,0.03,0.19761342112235,4.89,1
"265","AHPamp","Cds2","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2","110911","1438957_x_at",0.66,9.08747043427583e-05,0.00532209681520415,0.26,0.42,0.656817339014523,5.3,1
"266","AHPamp","Mtss1","metastasis suppressor 1","211401","1434036_at",0.66,0.000112247191430531,0.00581526795603559,0.36,0.26,0.511827686385736,2.35,1
"267","AHPamp","Igdcc4","immunoglobulin superfamily, DCC subclass, member 4","56741","1416473_a_at",0.66,0.000115410141272351,0.00586631925637194,0.56,0.06,0.255427677818357,1.44,1
"268","AHPamp","Kcnh2","potassium voltage-gated channel, subfamily H (eag-related), member 2","16511","1449544_a_at",0.66,0.000120302848369512,0.00589265224559027,0.43,0.17,0.410840965643237,0.44,1
"269","AHPamp","Slc12a6","solute carrier family 12, member 6","107723","1436989_s_at",0.67,7.4276442822372e-05,0.0051723529264806,0.47,0.13,0.357723580227671,5.63,1
"270","AHPamp","Pank1","pantothenate kinase 1","75735","1418715_at",0.67,8.70633469333047e-05,0.00532209681520415,0.28,0.38,0.624677508164,3.16,1
"271","AHPamp","Gkap1","G kinase anchoring protein 1","56278","1417594_at",0.68,4.67676203846877e-05,0.00406425707472093,0.49,0.11,0.32675511312019,2.83,1
"272","AHPamp","St8sia4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","20452","1419186_a_at",0.69,4.19994157213669e-05,0.00404094378404866,0.76,0,0.176410741974177,1.78,1
"273","AHPamp","Fhl1","four and a half LIM domains 1","14199","1417872_at",0.69,4.6057845277487e-05,0.00406425707472093,0.71,0.01,0.184229370917814,4.47,1
"274","AHPamp","Ppp2r1b","protein phosphatase 2, regulatory subunit A, beta","73699","1428265_at",0.7,2.45246866929345e-05,0.00314616695003645,0.85,0,0.123621211371908,3.1,1
"275","AHPamp","Tmtc4","transmembrane and tetratricopeptide repeat containing 4","70551","1428113_at",0.7,2.74533487498488e-05,0.00328531450309792,0.38,0.22,0.471505910062763,3,1
"276","AHPamp","Tram1","translocating chain-associating membrane protein 1","72265","1423732_at",0.7,2.9267835216908e-05,0.00328531450309792,0.76,0.01,0.176410741974177,4.81,1
"277","AHPamp","Bag2","BCL2-associated athanogene 2","213539","1423948_at",0.71,1.98382281466736e-05,0.00267220933135693,0.71,0.01,0.184229370917814,3.9,1
"278","AHPamp","Socs5","suppressor of cytokine signaling 5","56468","1423349_at",0.72,1.1443740365998e-05,0.0017127464747777,0.62,0.04,0.216573574883662,5.03,1
"279","AHPamp","Arxes1","adipocyte-related X-chromosome expressed sequence 1","76219","1451679_at",0.73,9.83254688420834e-06,0.00165555508162858,0.3,0.34,0.5940196605461,3.77,1
"280","AHPamp","F2r","coagulation factor II (thrombin) receptor","14062","1437308_s_at",0.74,6.68005507576364e-06,0.00134880377738111,0.66,0.02,0.194874230696376,0.41,1
"281","AHPamp","Rcan3","regulator of calcineurin 3","53902","1434027_at",0.74,5.21570873030206e-06,0.00134880377738111,0.56,0.06,0.255427677818357,1.8,1
"282","AHPamp","Txnl1","thioredoxin-like 1","53382","1435235_at",0.74,7.26237098839994e-06,0.00134880377738111,0.41,0.18,0.43056563021932,5.53,1
"283","AHPamp","Slc25a39","solute carrier family 25, member 39","68066","1456176_x_at",0.76,3.08463195781084e-06,0.00134880377738111,-0.08,0.82,0.908754533791372,3.82,-1
"284","AHPamp","Arhgap12","Rho GTPase activating protein 12","75415","1451526_at",0.79,1.37691788592505e-06,0.00134880377738111,0.53,0.08,0.277506777178893,3.99,1
"285","AHPamp","Capza1","capping protein (actin filament) muscle Z-line, alpha 1","12340","1439455_x_at",0.79,1.35778258082877e-06,0.00134880377738111,0.48,0.12,0.336896123886241,6.52,1
"286","APamp","Igf1","insulin-like growth factor 1","16000","1437401_at",-0.73,7.22095794869371e-06,0.00474813292554895,-0.59,0.05,0.224692781295982,2.88,1
"287","APamp","Osbpl9","oxysterol binding protein-like 9","100273","1423383_a_at",-0.72,7.91220005747517e-06,0.00474813292554895,-0.62,0.03,0.21560888189977,4.89,1
"288","APamp","Tspan4","tetraspanin 4","64540","1448276_at",-0.72,1.05749062929821e-05,0.00474813292554895,-0.76,0.01,0.168146579703386,1.82,1
"289","APamp","Ddah2","dimethylarginine dimethylaminohydrolase 2","51793","1416457_at",-0.7,2.14530692687222e-05,0.00577945686099377,-0.25,0.44,0.675282787259604,0.66,1
"290","APamp","Spsb4","splA/ryanodine receptor domain and SOCS box containing 4","211949","1451418_a_at",-0.68,3.98576540677903e-05,0.00825973231220208,-0.61,0.03,0.21560888189977,0.61,1
"291","APamp","Kat2b","K(lysine) acetyltransferase 2B","18519","1434037_s_at",-0.67,5.70489439872466e-05,0.0109778467929744,-0.7,0.01,0.177832243774648,1.67,1
"292","APamp","Ppp4r1","protein phosphatase 4, regulatory subunit 1","70351","1424294_at",-0.66,7.65277125249965e-05,0.0128853535963963,-0.06,0.87,0.94318376721357,5.25,1
"293","APamp","Mtss1","metastasis suppressor 1","211401","1434036_at",-0.66,9.30277670337986e-05,0.0142860259168562,-0.41,0.18,0.430953527183482,2.35,1
"294","APamp","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G","26456","1449202_at",-0.65,0.000118448053557084,0.0145045025583083,-0.49,0.11,0.325632243315653,0.91,1
"295","APamp","Arxes1","adipocyte-related X-chromosome expressed sequence 1","76219","1451679_at",-0.64,0.000173352883721295,0.0152959223031675,-0.3,0.34,0.591251259997616,3.77,1
"296","APamp","Slc32a1","solute carrier family 32 (GABA vesicular transporter), member 1","22348","1422756_at",-0.64,0.000140959989792756,0.0152959223031675,-0.59,0.04,0.221618770022183,1.22,1
"297","APamp","Slc8a1","solute carrier family 8 (sodium/calcium exchanger), member 1","20541","1440201_at",-0.64,0.0001712789661624,0.0152959223031675,0.24,0.46,0.684729071204935,5.11,-1
"298","APamp","Slc6a1","solute carrier family 6 (neurotransmitter transporter, GABA), member 1","232333","1452142_at",-0.63,0.000212186219669713,0.0156320010459242,-0.67,0.02,0.191356645304745,4.41,1
"299","APamp","Uhrf1bp1","UHRF1 (ICBP90) binding protein 1","224648","1439482_at",-0.63,0.000212186219669713,0.0156320010459242,-0.36,0.25,0.505974489885526,1.74,1
"300","APamp","Slc9a3r2","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2","65962","1439368_a_at",-0.63,0.00023029512534448,0.015908078658411,-0.2,0.54,0.75115850533251,3.06,1
"301","APamp","Shd","src homology 2 domain-containing transforming protein D","20420","1417486_at",-0.62,0.000244054694663764,0.0164370836856045,-0.33,0.3,0.552773839805186,3.56,1
"302","APamp","Ogfod3","2-oxoglutarate and iron-dependent oxygenase domain containing 3","66179","1418331_at",-0.61,0.00035457626449066,0.0191045691307567,-0.77,0.01,0.168146579703386,3.77,1
"303","APamp","Pgd","phosphogluconate dehydrogenase","110208","1437380_x_at",-0.61,0.000328007010700188,0.0191045691307567,-0.04,0.9,0.954539634326984,4.17,1
"304","APamp","Zfp385a","zinc finger protein 385A","29813","1418865_at",-0.61,0.000335412568766551,0.0191045691307567,-0.53,0.08,0.281688386150082,2.45,1
"305","APamp","Ltbp3","latent transforming growth factor beta binding protein 3","16998","1438312_s_at",-0.6,0.000408998739974669,0.0204044926942918,-0.46,0.13,0.360371304994555,0.96,1
"306","APamp","Dner","delta/notch-like EGF-related receptor","227325","1456379_x_at",-0.6,0.00044125129987592,0.0211836903162375,-0.73,0.01,0.171737609736451,4.62,1
"307","APamp","Olfm3","olfactomedin 3","229759","1425898_x_at",-0.6,0.000491212428029785,0.0211836903162375,-0.22,0.48,0.70401712601584,5.91,1
"308","APamp","Lnx1","ligand of numb-protein X 1","16924","1455825_s_at",-0.59,0.000534703393282907,0.0211836903162375,-0.69,0.02,0.182171941522018,4.42,1
"309","APamp","Rps6ka1","ribosomal protein S6 kinase polypeptide 1","20111","1416896_at",-0.59,0.000534703393282907,0.0211836903162375,0.23,0.46,0.692918831826276,0.99,-1
"310","APamp","Tmem229b","transmembrane protein 229B","268567","1454632_at",-0.59,0.000534703393282907,0.0211836903162375,-0.6,0.04,0.22067238824013,3.2,1
"311","APamp","Aldh18a1","aldehyde dehydrogenase 18 family, member A1","56454","1437325_x_at",-0.59,0.000546092076434193,0.0213213341146915,-0.76,0.01,0.168146579703386,4.03,1
"312","APamp","Hbegf","heparin-binding EGF-like growth factor","15200","1418350_at",-0.59,0.000575503282731498,0.0215334144955369,-0.51,0.09,0.299283292741415,2.51,1
"313","APamp","Ppib","peptidylprolyl isomerase B","19035","1437649_x_at",-0.59,0.000575503282731498,0.0215334144955369,0.01,0.97,0.989724928639018,8.3,-1
"314","APamp","Plagl1","pleiomorphic adenoma gene-like 1","22634","1426208_x_at",-0.59,0.000606299841526486,0.0217782903076314,-0.14,0.67,0.823772066578763,2.2,1
